input_text_bio,bio_tags
What is the BTS route from BTS surasoak to BTS national stadoium ?,O O O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O
Do I need to change lines from safant aksin BTS stop to st luis BTS ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from BTS saladaeng to reach rachadumri BTS ?,O O O O O O B-Sala_Daeng I-Sala_Daeng O O B-Ratchadamri I-Ratchadamri O
Do I need to change lines from Skytrain saphan taxin to sanam keela BTS ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Is it possible to travel from sanam keela station to taksin bridge station without transfer ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which station do I change at when going from BTS SAPHAN TAKSIN to BTS syam ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
Is it possible to travel from safantaksin BTS stop to Skytrain rachadamri without transfer ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O O O
How do I commute from Skytrain ratchdamri to saint rouis BTS stop using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many minutes between ratchadamree station and saphan takshin station by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
What is the BTS route from Skytrain stadium national to BTS ratchadamree ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
What is the fastest way to get from salah daeng BTS stop to ratchadamree BTS by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
Is it possible to travel from saint louiis BTS stop to chong nonusi BTS stop without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which station do I change at when going from suraak BTS to sala dange BTS ?,O O O O O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How many stations are between Skytrain SAPHAN TAKSIN and Skytrain stadium bts ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Does siam BTS stop connect to BTS st louie ?,O B-Siam I-Siam I-Siam O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Does saladaeng connect to wurasak ?,O B-Sala_Daeng O O B-Surasak O
Is there a direct BTS line connecting saphan taksine and chong ononsi BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stations are between st. louis and sala deng ?,O O O O O B-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O
Do I need to change lines from Skytrain surassak to syam BTS stop ?,O O O O O O O B-Surasak I-Surasak O B-Siam I-Siam I-Siam O
How many stops between saladaeng BTS stop and Skytrain saphahtaksin ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin O
Is it possible to travel from Skytrain sayam to Skytrain CHONG NONSI without transfer ?,O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
What is the BTS route from Skytrain saphataksin to chongnonsee station ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi O
How many stations are between SIAM and BTS surasack ?,O O O O O B-Siam O B-Surasak I-Surasak O
Do I need to change lines from Skytrain taksin bridge to siyam station ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
Is there a transfer between BTS santl ouis and saphan taksim ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin O
How do I commute from Skytrain st. lewis to siqm BTS stop using BTS ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam I-Siam O O O
Does santlouis BTS connect to national sport stadium BTS stop ?,O B-Saint_Louis I-Saint_Louis O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How many stops between sulasak BTS and shongnonsi BTS stop ?,O O O O B-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which line should I take from sala dseng BTS stop to reach Skytrain saphan takzin ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I go from chongnonsee BTS to saladaeg without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng O O O
Which station do I change at when going from Skytrain nationarstadium to surasek ?,O O O O O O O O O B-National_Stadium I-National_Stadium O B-Surasak O
Is there a transfer between rajadamri BTS and Skytrain saint luis ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many stops between Skytrain surasek and BTS SALA DAENG ?,O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Does Skytrain taksin bridge connect to BTS siaom ?,O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Siam I-Siam O
What is the fastest way to get from Skytrain ratchdamri to saphan taksine station by Skytrain ?,O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Does chong non si BTS connect to surqsak station ?,O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O B-Surasak I-Surasak O
Can I ride BTS from ratchadamree BTS to Skytrain safantaksin directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O O
Is there a direct BTS line connecting surasak and Skytrain chong nonsie ?,O O O O O O O B-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the fastest way to get from sala daeg BTS stop to Skytrain nautionalstadium by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O O O
Is there a transfer between Skytrain salah daeng and national statium ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O
Does rajadamri connect to chong nonsii ?,O B-Ratchadamri O O B-Chong_Nonsi I-Chong_Nonsi O
Can I ride BTS from BTS saphan takzin to BTS saint louiz directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Is it possible to travel from Skytrain surassak to BTS sala deng without transfer ?,O O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Is it possible to travel from Skytrain SURASAK to saphan taksen BTS stop without transfer ?,O O O O O O B-Surasak I-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Is it possible to travel from national stadum station to BTS RATCHADAMRI without transfer ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O O
Is there a transfer between st louie BTS stop and saphantaeksin station ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin O
Is it possible to travel from ratshadamri station to surasak BTS stop without transfer ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak I-Surasak O O O
Is there a direct BTS line connecting st. louis station and Skytrain sulasak ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
Does saladaaeng station connect to chonnonsi ?,O B-Sala_Daeng I-Sala_Daeng O O B-Chong_Nonsi O
Do I need to change lines from chognonsi station to RATCHADAMRI BTS stop ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
How do I commute from BTS shong nonsi to national sport stadium using BTS ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Do I need to change lines from surasek BTS stop to BTS st. lewis ?,O O O O O O O B-Surasak I-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from rarchadamri station to salah daeng using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O O O
How many stops between surasek BTS stop and chong nonusi ?,O O O O B-Surasak I-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi O
How do I commute from saladiaeng BTS to saint louiis BTS using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many minutes between Skytrain st luis and suracak BTS by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O O O
Is there a direct BTS line connecting Skytrain saitl ouis and national sport stadium BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Which station do I change at when going from ratchadamori BTS to Skytrain saint luis ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from radchadamri BTS to sanam keela BTS using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Which interchange connects siyam to BTS national studiam ?,O O O B-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the BTS route from saphat aksin to srasak BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O
Which station do I change at when going from stadium national station to Skytrain saitlouis ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis O
Which interchange connects BTS saint lois to Skytrain suiam ?,O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O
Which line should I take from st luis to reach ratchadamli station ?,O O O O O O B-Saint_Louis I-Saint_Louis O O B-Ratchadamri I-Ratchadamri O
Can I go from ratchadaomri BTS to BTS suam without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-Siam I-Siam O O O
Which interchange connects saphan takshin BTS to surassak ?,O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak O
How many stops between chongnonsee station and nationalistadium BTS stop ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
Which line should I take from saphan takzin station to reach nationalstadium BTS stop ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between natjonal stadium BTS and rachadumri station ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
What is the fastest way to get from saladiaeng BTS stop to BTS saint louiis by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How do I commute from BTS saphantaeksin to st. louis station using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
What is the BTS route from national stadium BTS to ratshadamri station ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
Is there a direct BTS line connecting siyam station and saint rouis BTS stop ?,O O O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from saint louiis BTS stop to reach BTS chong nonsii ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stations are between rathadamri BTS and BTS NATIONAL STADIUM ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting ching nonsi BTS stop and ntl stadium ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting surasak BTS stop and Skytrain saintlouis ?,O O O O O O O B-Surasak I-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis O
How many stops between chongnonsee station and siyam BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam O
Can I go from siamm station to Skytrain chong nosi without switching ?,O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Is there a direct BTS line connecting st. lewis station and Skytrain saladaejg ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O
Which line should I take from rajadamri to reach sulasak station ?,O O O O O O B-Ratchadamri O O B-Surasak I-Surasak O
Is it possible to travel from saint louis BTS to suraeak station without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O O O
How many minutes between saradaeng station and saphantaksin BTS by BTS ?,O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin O O O
How many stations are between chong nonsie BTS and Skytrain NATIONAL STADIUM ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stations are between BTS sjam and saradaeng ?,O O O O O B-Siam I-Siam O B-Sala_Daeng O
Can I ride BTS from saphan takshin BTS stop to sala daueng directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng O O
Is there a transfer between shongnonsi and BTS sala daeng ?,O O O O O B-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How many stops between chong nonsii BTS stop and Skytrain st luis ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
What is the BTS route from Skytrain chong non si to saphan takzin ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin O
Do I need to change lines from Skytrain surasaak to BTS ratchadamri ?,O O O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
How do I commute from Skytrain safant aksin to Skytrain st louis using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Does BTS saradaeng connect to BTS nat stadium ?,O B-Sala_Daeng I-Sala_Daeng O O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stations are between nationarstadium station and siaam ?,O O O O O B-National_Stadium I-National_Stadium O B-Siam O
Is there a direct BTS line connecting Skytrain choongnonsi and Skytrain sayam ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam O
Does BTS ntl stadium connect to chlng nonsi ?,O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Chong_Nonsi I-Chong_Nonsi O
Can I go from saphan taxin BTS stop to saladang without switching ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng O O O
How far is Skytrain SAPHAN TAKSIN from Pratunam ?,O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which station do I change at when going from nationarstadium BTS to suracak ?,O O O O O O O O O B-National_Stadium I-National_Stadium O B-Surasak O
Is there a direct BTS line connecting saphau ntaksin BTS and siaam station ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
How many stations are between sanam keela and Skytrain surasaek ?,O O O O O B-National_Stadium I-National_Stadium O B-Surasak I-Surasak O
How many minutes between ratshadamri BTS and stadium bts station by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How do I commute from surasack station to sailadaeng station using BTS ?,O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng O O O
Which line should I take from ratjadamri station to reach syam BTS ?,O O O O O O B-Ratchadamri I-Ratchadamri O O B-Siam I-Siam O
How many minutes between Skytrain saphan takshin and BTS nat stadium by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Can I ride BTS from saphan taksin station to ntl stadium BTS stop directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O
Does st. louis BTS connect to saphan takshin station ?,O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from sayam to reach SAPHAN TAKSIN BTS ?,O O O O O O B-Siam O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from rachadamri to reach BTS SALA DAENG ?,O O O O O O B-Ratchadamri O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is it possible to travel from sanam keela to salz daeng BTS stop without transfer ?,O O O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Is there a transfer between ratchadmri and saphan taksen BTS ?,O O O O O B-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which station do I change at when going from rztchadamri to siam ?,O O O O O O O O O B-Ratchadamri O B-Siam O
Which station do I change at when going from sala aeng BTS to ratchadamree BTS stop ?,O O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
What is the BTS route from ratcadamri to national stadum station ?,O O O O O O B-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O
Which station do I change at when going from chong nnsi BTS to BTS swla daeng ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Do I need to change lines from saphan taksine to Skytrain siaom ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
How many minutes between rathadamri and chong nonsri BTS stop by BTS ?,O O O O B-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Does BTS ntl stadium connect to sauntlouis BTS ?,O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Saint_Louis I-Saint_Louis O
Which station do I change at when going from SIAM BTS stop to nationalstadium BTS ?,O O O O O O O O O B-Siam I-Siam I-Siam O B-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting sala daeng BTS and Skytrain siamm ?,O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Siam I-Siam O
Which station do I change at when going from saphataksin BTS to chong non si ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which line should I take from national stadiuj BTS stop to reach surasak ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O B-Surasak O
Can I ride BTS from suracak to saint luis BTS directly ?,O O O O O B-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Which station do I change at when going from chong nonsii to nationalstadium BTS stop ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
Is it possible to travel from sintlouis to Skytrain sayam without transfer ?,O O O O O O B-Saint_Louis O B-Siam I-Siam O O O
Does RATCHADAMRI BTS stop connect to chongnonsi ?,O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Chong_Nonsi O
Which line should I take from shongnonsi to reach BTS the national stadium ?,O O O O O O B-Chong_Nonsi O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Can I go from Skytrain radchadamri to SURASAK BTS without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak O O O
What is the fastest way to get from BTS taksin bridge to sursak station by Skytrain ?,O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O O O
Can I ride BTS from chong non si BTS stop to nationalstadium BTS stop directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O O
Is there a direct BTS line connecting Skytrain sanam keela and BTS taksin bridge ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Do I need to change lines from surasack BTS stop to ratshadamri station ?,O O O O O O O B-Surasak I-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
How many minutes between siaam and saintlouia by BTS ?,O O O O B-Siam O B-Saint_Louis O O O
How many stops between BTS siaam and taksin bridge ?,O O O O B-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin O
Is it possible to travel from surasack station to ratchadmri station without transfer ?,O O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O O O
Can I go from BTS saphan aksin to Skytrain saint luis without switching ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Is there a transfer between Skytrain sapan taksin and ratcadamri BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
Is it possible to travel from Skytrain saint lous to ratchadumri station without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O O O
Is there a direct BTS line connecting surawak BTS stop and Skytrain SAINT LOUIS ?,O O O O O O O B-Surasak I-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting sioam BTS and Skytrain ratchadamori ?,O O O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
Do I need to change lines from saladang BTS stop to sism BTS ?,O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Siam I-Siam O
How many stations are between cjong nonsi BTS and ratcadamri ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri O
Can I go from nstional stadium station to saphan taksin station without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Is there a transfer between Skytrain sursak and ratchadmri ?,O O O O O B-Surasak I-Surasak O B-Ratchadamri O
How do I commute from safantaksin station to ratjadamri using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri O O O
What is the BTS route from Skytrain stadium bts to saphan taksim station ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between saintlouis BTS and Skytrain chongnoni ?,O O O O O B-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi O
How many stations are between sursak station and RATCHADAMRI station ?,O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
Do I need to change lines from saint louis station to rajadamri ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri O
How many stations are between BTS nationalsradium and saradaeng station ?,O O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from saloadaeng station to NATIONAL STADIUM station directly ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O
Which interchange connects saphajtaksin station to ratshadamri ?,O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri O
What is the fastest way to get from saint luis to nationalstadium BTS by Skytrain ?,O O O O O O O O B-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O O O
What is the fastest way to get from ratjadamri station to congnonsi BTS by Skytrain ?,O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi O O O
Which line should I take from sanam keela BTS stop to reach BTS SIAM ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O B-Siam I-Siam O
Can I go from surasoak station to soam without switching ?,O O O O B-Surasak I-Surasak O B-Siam O O O
How many stops between shong nonsi BTS and Skytrain sapan taksin ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
What is the BTS route from ratchadamli BTS stop to Skytrain chong nuonsi ?,O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stops between SALA DAENG and RATCHADAMRI BTS ?,O O O O B-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O
Which line should I take from Skytrain chong nonsii to reach the national stadium BTS ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Which line should I take from national sadium station to reach st luis BTS stop ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
Do I need to change lines from Skytrain nationalstadim to SURASAK BTS ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Surasak I-Surasak O
Is there a direct BTS line connecting BTS aiam and Skytrain saint rouis ?,O O O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting saphan taxin and surasack station ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O
Can I go from surasak BTS stop to national studiam BTS without switching ?,O O O O B-Surasak I-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How many stops between national sport stadium and siam ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam O
Which station do I change at when going from Skytrain ratchaodamri to Skytrain saint louiz ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from Skytrain sintl ouis to reach chong nonsri ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Chong_Nonsi I-Chong_Nonsi O
How do I commute from saphoantaksin BTS to BTS saladang using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng O O O
Which station do I change at when going from Skytrain ratchuadamri to nationarstadium BTS ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium O
Which line should I take from suiam BTS to reach BTS sulasak ?,O O O O O O B-Siam I-Siam O O B-Surasak I-Surasak O
Does st. lewis station connect to Skytrain SAPHAN TAKSIN ?,O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
